method,seed,step,eval_episode,return,J0,improvement,norm_improvement,J_ref
twostep,0,229376,7,-76.34746831685779,5170.92394242424,-5247.2714107410975,-0.8319061638667987,11478.45192793555
twostep,0,229376,8,663.0169425855076,5170.92394242424,-4507.906999838732,-0.7146868011491856,11478.45192793555
twostep,0,229376,9,-125.2370813005082,5170.92394242424,-5296.161023724748,-0.839657158089607,11478.45192793555
twostep,0,253952,0,623.8800223033711,5170.92394242424,-4547.043920120868,-0.7208915964930717,11478.45192793555
twostep,0,253952,1,-232.71292859598236,5170.92394242424,-5403.636871020222,-0.8566964558184973,11478.45192793555
twostep,0,253952,2,-47.66711265720444,5170.92394242424,-5218.591055081444,-0.8273591597598037,11478.45192793555
twostep,0,253952,3,388.1589627267723,5170.92394242424,-4782.764979697467,-0.7582629819360994,11478.45192793555
twostep,0,253952,4,274.014950017886,5170.92394242424,-4896.908992406354,-0.7763594553806856,11478.45192793555
twostep,0,253952,5,612.7995362331703,5170.92394242424,-4558.124406191069,-0.7226483046826978,11478.45192793555
twostep,0,253952,6,619.7419189078267,5170.92394242424,-4551.182023516413,-0.7215476543662026,11478.45192793555
twostep,0,253952,7,1711.1583200498103,5170.92394242424,-3459.7656223744293,-0.5485137172237936,11478.45192793555
twostep,0,253952,8,446.14605642912284,5170.92394242424,-4724.777885995117,-0.7490696666109267,11478.45192793555
twostep,0,253952,9,462.17945663606326,5170.92394242424,-4708.7444857881765,-0.7465277198702657,11478.45192793555
twostep,0,278528,0,517.4878755854959,5170.92394242424,-4653.4360668387435,-0.7377590835570047,11478.45192793555
twostep,0,278528,1,478.5324187560823,5170.92394242424,-4692.391523668157,-0.7439351095552594,11478.45192793555
twostep,0,278528,2,-100.21537257385313,5170.92394242424,-5271.139314998093,-0.835690198485121,11478.45192793555
twostep,0,278528,3,-145.90559012311425,5170.92394242424,-5316.829532547354,-0.8429339582666027,11478.45192793555
twostep,0,278528,4,860.2381369977953,5170.92394242424,-4310.685805426444,-0.6834192118758526,11478.45192793555
twostep,0,278528,5,183.46190222884587,5170.92394242424,-4987.4620401953935,-0.7907158003676105,11478.45192793555
twostep,0,278528,6,-154.18793785109727,5170.92394242424,-5325.111880275337,-0.8442470476013937,11478.45192793555
twostep,0,278528,7,-16.36178035372248,5170.92394242424,-5187.285722777962,-0.8223959899775326,11478.45192793555
twostep,0,278528,8,-26.76333577699367,5170.92394242424,-5197.687278201233,-0.8240450600166216,11478.45192793555
twostep,0,278528,9,219.9962695828882,5170.92394242424,-4950.9276728413515,-0.7849236156270638,11478.45192793555
twostep,0,303104,0,423.4293470709963,5170.92394242424,-4747.494595353243,-0.7526711899663056,11478.45192793555
twostep,0,303104,1,46.45329911834823,5170.92394242424,-5124.470643305892,-0.8124372423340183,11478.45192793555
twostep,0,303104,2,696.9284387668365,5170.92394242424,-4473.995503657403,-0.7093104482810177,11478.45192793555
twostep,0,303104,3,-193.58450795280933,5170.92394242424,-5364.508450377049,-0.8504930080134538,11478.45192793555
twostep,0,303104,4,562.0102200502761,5170.92394242424,-4608.9137223739635,-0.7307004792099465,11478.45192793555
twostep,0,303104,5,-183.0507694904504,5170.92394242424,-5353.97471191469,-0.8488229815807713,11478.45192793555
twostep,0,303104,6,372.93513858649214,5170.92394242424,-4797.988803837748,-0.7606765779079027,11478.45192793555
twostep,0,303104,7,-59.59998350294249,5170.92394242424,-5230.523925927182,-0.8292510056416224,11478.45192793555
twostep,0,303104,8,-191.83942246577266,5170.92394242424,-5362.763364890012,-0.8502163409117353,11478.45192793555
twostep,0,303104,9,15.460434018016294,5170.92394242424,-5155.463508406223,-0.8173508733423324,11478.45192793555
twostep,0,327680,0,292.6552947584013,5170.92394242424,-4878.268647665838,-0.7734042017884102,11478.45192793555
twostep,0,327680,1,560.1577526857438,5170.92394242424,-4610.766189738496,-0.7309941707113546,11478.45192793555
twostep,0,327680,2,1026.830450641857,5170.92394242424,-4144.093491782382,-0.6570075472743923,11478.45192793555
twostep,0,327680,3,-14.724874527188739,5170.92394242424,-5185.648816951429,-0.8221364737565925,11478.45192793555
twostep,0,327680,4,245.49327684793647,5170.92394242424,-4925.430665576303,-0.7808813018522262,11478.45192793555
twostep,0,327680,5,-296.7538868364637,5170.92394242424,-5467.677829260703,-0.8668495551590683,11478.45192793555
twostep,0,327680,6,-147.1863224741647,5170.92394242424,-5318.110264898404,-0.8431370064898986,11478.45192793555
twostep,0,327680,7,472.1145475572587,5170.92394242424,-4698.809394866981,-0.7449526034470898,11478.45192793555
twostep,0,327680,8,258.11276376505555,5170.92394242424,-4912.811178659184,-0.7788805993671788,11478.45192793555
twostep,0,327680,9,531.2098149460145,5170.92394242424,-4639.714127478225,-0.7355835974727791,11478.45192793555
twostep,0,352256,0,-135.14596498441006,5170.92394242424,-5306.06990740865,-0.8412281195986311,11478.45192793555
twostep,0,352256,1,-70.44719574923272,5170.92394242424,-5241.371138173472,-0.830970730432299,11478.45192793555
twostep,0,352256,2,323.6393348999112,5170.92394242424,-4847.284607524329,-0.7684919698953818,11478.45192793555
twostep,0,352256,3,237.60748560433268,5170.92394242424,-4933.316456819907,-0.7821315208382486,11478.45192793555
twostep,0,352256,4,-92.23149145836055,5170.92394242424,-5263.1554338826,-0.8344244282606263,11478.45192793555
twostep,0,352256,5,-344.82357116953875,5170.92394242424,-5515.747513593778,-0.8744705573069577,11478.45192793555
twostep,0,352256,6,-112.0929198671293,5170.92394242424,-5283.016862291369,-0.8375732733313486,11478.45192793555
twostep,0,352256,7,-89.62572404277921,5170.92394242424,-5260.549666467019,-0.8340113080301409,11478.45192793555
twostep,0,352256,8,430.7571510334931,5170.92394242424,-4740.166791390747,-0.7515094346830682,11478.45192793555
twostep,0,352256,9,22.528905355776246,5170.92394242424,-5148.395037068463,-0.8162302328389727,11478.45192793555
twostep,0,376832,0,-27.510994766740296,5170.92394242424,-5198.43493719098,-0.824163594407804,11478.45192793555
twostep,0,376832,1,749.4262572520793,5170.92394242424,-4421.49768517216,-0.7009874065763262,11478.45192793555
twostep,0,376832,2,684.6885573727373,5170.92394242424,-4486.235385051503,-0.711250967834839,11478.45192793555
twostep,0,376832,3,1321.4638561368554,5170.92394242424,-3849.460086287384,-0.6102961563578441,11478.45192793555
twostep,0,376832,4,-82.8758184396934,5170.92394242424,-5253.799760863933,-0.8329411731662892,11478.45192793555
twostep,0,376832,5,-298.3457072008088,5170.92394242424,-5469.269649625048,-0.8671019234985745,11478.45192793555
twostep,0,376832,6,84.04654952150612,5170.92394242424,-5086.877392902734,-0.8064771815172369,11478.45192793555
twostep,0,376832,7,-150.93773322483412,5170.92394242424,-5321.861675649074,-0.8437317578344335,11478.45192793555
twostep,0,376832,8,7.457875708159079,5170.92394242424,-5163.466066716081,-0.8186196046625851,11478.45192793555
twostep,0,376832,9,1606.6791976505028,5170.92394242424,-3564.244744773737,-0.5650779120434974,11478.45192793555
twostep,0,401408,0,44.19640749654184,5170.92394242424,-5126.727534927698,-0.812795051546539,11478.45192793555
twostep,0,401408,1,307.0733767748309,5170.92394242424,-4863.850565649409,-0.7711183487494284,11478.45192793555
twostep,0,401408,2,420.4265580662357,5170.92394242424,-4750.497384358004,-0.7531472542836073,11478.45192793555
twostep,0,401408,3,744.5163519150451,5170.92394242424,-4426.407590509194,-0.701765826481483,11478.45192793555
twostep,0,401408,4,604.3952717188591,5170.92394242424,-4566.52867070538,-0.7239807227920243,11478.45192793555
twostep,0,401408,5,-186.3860188695642,5170.92394242424,-5357.309961293804,-0.8493517544036976,11478.45192793555
twostep,0,401408,6,-104.16745625414954,5170.92394242424,-5275.091398678389,-0.8363167646594999,11478.45192793555
twostep,0,401408,7,-23.29538602184502,5170.92394242424,-5194.219328446085,-0.823495248781132,11478.45192793555
twostep,0,401408,8,-83.80288218538291,5170.92394242424,-5254.726824609623,-0.8330881505158423,11478.45192793555
twostep,0,401408,9,-71.25376004319665,5170.92394242424,-5242.177702467437,-0.8310986037125586,11478.45192793555
twostep,0,425984,0,-0.9344806997925375,5170.92394242424,-5171.858423124032,-0.8199501348522091,11478.45192793555
twostep,0,425984,1,553.3796039538145,5170.92394242424,-4617.544338470425,-0.732068783261061,11478.45192793555
twostep,0,425984,2,-113.2656332446521,5170.92394242424,-5284.189575668892,-0.8377591961492942,11478.45192793555
twostep,0,425984,3,162.99888314450848,5170.92394242424,-5007.925059279731,-0.7939600220544738,11478.45192793555
twostep,0,425984,4,211.547746460328,5170.92394242424,-4959.376195963911,-0.7862630505278089,11478.45192793555
twostep,0,425984,5,107.02576984257945,5170.92394242424,-5063.89817258166,-0.8028340394859664,11478.45192793555
twostep,0,425984,6,-354.48864389612083,5170.92394242424,-5525.412586320361,-0.8760028648523623,11478.45192793555
twostep,0,425984,7,2636.656465356933,5170.92394242424,-2534.2674770673066,-0.40178457907548787,11478.45192793555
twostep,0,425984,8,1027.362448003312,5170.92394242424,-4143.561494420927,-0.6569232040320646,11478.45192793555
twostep,0,425984,9,629.1917658552296,5170.92394242424,-4541.73217656901,-0.7200494688698226,11478.45192793555
twostep,0,450560,0,1052.5595397820643,5170.92394242424,-4118.364402642175,-0.6529284390730131,11478.45192793555
twostep,0,450560,1,279.34666663355995,5170.92394242424,-4891.57727579068,-0.7755141612136085,11478.45192793555
twostep,0,450560,2,234.71098640089446,5170.92394242424,-4936.212956023345,-0.7825907338943986,11478.45192793555
twostep,0,450560,3,-90.90253968486566,5170.92394242424,-5261.826482109105,-0.8342137352955952,11478.45192793555
twostep,0,450560,4,-78.2092275560534,5170.92394242424,-5249.133169980293,-0.8322013285086644,11478.45192793555
twostep,0,450560,5,49.583530253816406,5170.92394242424,-5121.340412170423,-0.8119409732501295,11478.45192793555
twostep,0,450560,6,-47.39383012099337,5170.92394242424,-5218.317772545233,-0.8273158333509799,11478.45192793555
twostep,0,450560,7,-173.39744262394407,5170.92394242424,-5344.321385048183,-0.8472925362324272,11478.45192793555
twostep,0,450560,8,297.0899058678132,5170.92394242424,-4873.834036556426,-0.7727011353701723,11478.45192793555
twostep,0,450560,9,-398.7923370275762,5170.92394242424,-5569.716279451815,-0.8830268040605908,11478.45192793555
twostep,0,475136,0,-282.0032574741321,5170.92394242424,-5452.927199898371,-0.8645109798259304,11478.45192793555
twostep,0,475136,1,299.5571262877075,5170.92394242424,-4871.366816136532,-0.7723099804795129,11478.45192793555
twostep,0,475136,2,9.636335396306514,5170.92394242424,-5161.2876070279335,-0.8182742301049445,11478.45192793555
twostep,0,475136,3,-56.938697965293876,5170.92394242424,-5227.862640389533,-0.8288290835283413,11478.45192793555
twostep,0,475136,4,1317.152042022811,5170.92394242424,-3853.771900401429,-0.6109797544525756,11478.45192793555
twostep,0,475136,5,1710.7526642217204,5170.92394242424,-3460.1712782025193,-0.5485780301890246,11478.45192793555
twostep,0,475136,6,-68.22954880646296,5170.92394242424,-5239.1534912307025,-0.8306191430992722,11478.45192793555
twostep,0,475136,7,893.1981397869974,5170.92394242424,-4277.725802637242,-0.6781937094508635,11478.45192793555
twostep,0,475136,8,108.89794914907723,5170.92394242424,-5062.025993275162,-0.8025372228391753,11478.45192793555
twostep,0,475136,9,940.323681608047,5170.92394242424,-4230.6002608161925,-0.670722392332362,11478.45192793555
twostep,0,499712,0,-55.91958538913289,5170.92394242424,-5226.843527813373,-0.8286675126913446,11478.45192793555
twostep,0,499712,1,56.9150114107605,5170.92394242424,-5114.008931013479,-0.8107786349818534,11478.45192793555
twostep,0,499712,2,523.1531135085809,5170.92394242424,-4647.770828915659,-0.7368609126832171,11478.45192793555
twostep,0,499712,3,693.5094385769069,5170.92394242424,-4477.4145038473325,-0.7098524990174142,11478.45192793555
twostep,0,499712,4,22.945569174928522,5170.92394242424,-5147.9783732493115,-0.8161641746589625,11478.45192793555
twostep,0,499712,5,541.3399423505224,5170.92394242424,-4629.584000073717,-0.7339775598259909,11478.45192793555
twostep,0,499712,6,-219.18764183991408,5170.92394242424,-5390.111584264154,-0.8545521471788856,11478.45192793555
twostep,0,499712,7,619.9243096289092,5170.92394242424,-4550.99963279533,-0.7215187380107821,11478.45192793555
twostep,0,499712,8,468.1872443943133,5170.92394242424,-4702.736698029927,-0.7455752409005175,11478.45192793555
twostep,0,499712,9,-236.65545418520895,5170.92394242424,-5407.579396609449,-0.8573215066462793,11478.45192793555
